id_campagne,nom,budget,date_debut,statut,canal,pays_cible,date_fin,responsable
CAMP_025599,"SEO_Acquisition_Q4_27765","non defini",2024/06/11,"terminé","Video","BE",2023-06-21,"karim.leroux"
CAMP_025600,"Affiliation_Retargeting_Printemps_27766","6097",11/07/2023,"aCTIF","","DE",20-04-2022,"KARIM LEROUX"
CAMP_025601,"Affiliation_Conversion_Q2_27767","42000",22.02.2022,"ACTIF","mail","italie",2023-02-10,"SOPHIE MARTIN"
CAMP_025602,"Instagram_Lancement_Ete_27768","3542",07-05-2021,"ACTIF","Search","de",2020/07/18," Sophie Martin"
CAMP_025603,"Affiliation_Promo_Hiver_27769","39985",2020/10/12,"INactif","N/A","USA",06-03-2021,"Amira Faure"
CAMP_025604,"Affiliation_Lancement_Printemps_27770","43118",05/02/2022,"termine","Affiliation","france",03/16/2023,""
CAMP_025605,"Google_Retargeting_Q3_27771","30925 $",fev 2023,"draft","email","SUISSE",03-11-2021,"SOPHIE MARTIN"
CAMP_025606,"Email_Awareness_Hiver_27772","13752",2020/01/12,"Pause","search","BELGIQUE",08/12/2020,"AMIRA FAURE"
CAMP_025607,"Twitter_Lancement_Ete_27773","25828",01/12/2021,"en_cours","search","USA",2021-05-05,"SOPHIE MARTIN"
CAMP_025608,"TikTok_Acquisition_Printemps_27774","39261",2024-09-23,"TERMINE","search","FR",2024/10/14,"AMIRA FAURE"
CAMP_025609,"LinkedIn_Promo_Q4_27775","26203 $",19.05.2022,"pause","","IT",2023/05/14,"Sophie Martin"
CAMP_025610,"TikTok_Promo_Ete_27776","41618EUR",,"en_cours","video","CH",2022-08-18,"karim.leroux"
CAMP_025611,"YouTube_Brand_Q2_27777","30320",28-02-2021,"","seo","france",2023/08/02," Sophie Martin"
CAMP_025612,"TikTok_Soldes_Hiver_27778","48271",03.08.2020,"N/A","affiliation","fr",2024/08/09,"Inconnu"
CAMP_025613,"Instagram_Awareness_Hiver_27779","49427",10-12-2024,"Terminé","Social","IT",2022-05-18,"Amira Faure"
CAMP_025614,"Facebook_Retargeting_Q3_27780","43506",2024/12/13,"actif","display","Espagne",14-03-2020,"amira faure"
CAMP_025615,"Email_Soldes_Q1_27781","6545",02/20/2024,"EN_COURS","Search","BE",sep 2022,"Karim Leroux"
CAMP_025616,"Facebook_Fidelite_Noel_27782","22277 $",2023/04/12,"Inactif","","Royaume-Uni",27-11-2023,"Jean Dupont"
CAMP_025617,"Google_Conversion_Hiver_27783","15347",,"En_Cours","DISPLAY","de",06-12-2020,"n/a"
CAMP_025618,"Twitter_Lancement_Printemps_27784","non defini",11/13/2020,"Draft","SEO"," FR ",28.03.2021,"inconnu"
CAMP_025619,"SEO_Lancement_Printemps_27785","22743",2023-09-27,"pause","Display","belgique",21.01.2022,"Karim Leroux"
CAMP_025620,"Twitter_Promo_Ete_27786","171",10/21/2024,"inactif","N/A","GB",2022/09/12," Sophie Martin"
CAMP_025621,"TikTok_Retargeting_Q2_27787","47441",2021-08-11,"Inactif","search","italie",2021/07/10,"inconnu"
CAMP_025622,"TikTok_Promo_BlackFriday_27788","36783",21-11-2024,"DRAFT","SEARCH","BE",28-02-2022,""
CAMP_025623,"YouTube_Retargeting_Q2_27789","13420",2022-03-26,"Inactif","display","Fr",2020/09/03,""
CAMP_025624,"YouTube_Lancement_Q3_27790","5170",2020/11/04,"DRAFT","Affiliation","Allemagne",24-08-2020,"INCONNU"
CAMP_025625,"SEO_Conversion_Q1_27791","32194EUR",04-02-2023,"draft","seo","Belgique",03-04-2024,"KARIM LEROUX"
CAMP_025626,"Facebook_Retargeting_Hiver_27792","TBD",2020/08/11,"draft","Email","",mar 2022," Sophie Martin"
CAMP_025627,"YouTube_Retargeting_Hiver_27793","31012",11/15/2024,"En_Cours","e-mail","de",20-01-2022,"inconnu"
CAMP_025628,"TikTok_Fidelite_Printemps_27794","6084 $",,"","Display","DE",12-04-2021,"INCONNU"
CAMP_025629,"TikTok_Awareness_BlackFriday_27795","33125EUR",18.06.2021,"en_cours","Display","DE",2022-08-01,"inconnu"
CAMP_025515,"TikTok_Brand_Automne_27796","TBD",sep 2024,"pause","affiliation","ES",16-03-2021,"Sophie Martin "
CAMP_025630,"LinkedIn_Fidelite_Q2_27797","6025",2023/06/01,"inactif","Mail","BELGIQUE",2023/11/03,"AMIRA FAURE"
CAMP_025631,"Affiliation_Awareness_Ete_27798","26645",22-04-2021,"En_Cours","social","belgique",,"N/A"
CAMP_025632,"LinkedIn_Soldes_Hiver_27799","32090 EUR",2020-01-23,"en_cours","Search","BE",,"sophie martin"
CAMP_025633,"Twitter_Brand_Q2_27800","34377",2021/12/11,"En_Cours","Affiliation","ES",15-11-2023,"Amira Faure"
CAMP_025634,"SEO_Soldes_Hiver_27801","44440",2023/02/01,"En cours","N/A","de",,"INCONNU"
CAMP_025635,"Affiliation_Awareness_Printemps_27802","15802",13-10-2022,"N/A","video","France",2023-05-09,"N/A"
CAMP_025636,"Twitter_Soldes_Q1_27803","48918",11-08-2024,"terminé","Email","ESPAGNE",aou 2022,"Amira Faure"
CAMP_025637,"TikTok_Awareness_Hiver_27804","34722EUR",23.08.2021,"ACTIF","SEARCH","ESPAGNE",25-05-2024," jean dupont "
CAMP_025638,"Affiliation_Retargeting_Q4_27805","34496",08/17/2022,"en_cours","Email","italie",2023/07/14,""
CAMP_025639,"SEO_Retargeting_Ete_27806","30402",15.07.2024,"DRAFT","SEO","",2021/04/17,"Sophie Martin"
CAMP_025640,"Instagram_Lancement_Noel_27807","N/A",05-05-2024,"EN_COURS","display","",,"Sophie Martin"
CAMP_025641,"Google_Acquisition_Noel_27808","22849EUR",01-08-2020,"terminé","","",04/05/2024,"N/A"
CAMP_025642,"Instagram_Brand_Q1_27809","9535",14-02-2022,"ACTIF","mail","USA",," Sophie Martin"
CAMP_025643,"TikTok_Lancement_Hiver_27810","9363",25-11-2021,"pause","display","USA",06-12-2021,""
CAMP_025644,"TikTok_Conversion_Printemps_27811","3690",2024/05/24,"","VIDEO","belgique",2022/12/04,"amira faure"
CAMP_025645,"LinkedIn_Conversion_BlackFriday_27812","17480",28-07-2024,"","Email","IT",03/13/2023,"KARIM LEROUX"
CAMP_025646,"SEO_Lancement_Q2_27813","37636",2020/08/14,"aCTIF","video","",06/16/2021,"Inconnu"
CAMP_025647,"Google_Lancement_Noel_27814","45821",2020/05/02,"draft","video","Espagne",13-12-2020,"Karim Leroux"
CAMP_025648,"Twitter_Soldes_Noel_27815","22263",2023/08/13,"ACTIF","","Suisse",2020/03/12,"n/a"
CAMP_025649,"Affiliation_Promo_BlackFriday_27816","11210",2020/01/28,"pause","Display","Belgique",19-08-2024,"AMIRA FAURE"
CAMP_025650,"Twitter_Brand_Q1_27817","31648",2024/07/20,"Terminé","DISPLAY","USA",21-01-2023,"SOPHIE MARTIN"
CAMP_025651,"Twitter_Fidelite_Q3_27818","38696",01-05-2020,"En_Cours","affiliation","BE",28-03-2021,"Jean Dupont"
CAMP_025652,"YouTube_Brand_Ete_27819","27349",sep 2022,"en_cours","SOCIAL","",,"Amira Faure"
CAMP_025653,"Google_Soldes_Automne_27820","40880,00 EUR",2022/06/15,"INACTIF","N/A","DE",23-12-2020,"inconnu"
CAMP_025654,"LinkedIn_Lancement_Q3_27821","4941",2021-08-10,"Pause","DISPLAY","de",oct 2022,"Inconnu"
CAMP_025655,"Facebook_Fidelite_Noel_27822","36065",2023/03/26,"TERMINE","Affiliation","Suisse",2022/05/03,"AMIRA FAURE"
CAMP_025656,"Google_Acquisition_Q1_27823","11156",2020/05/03,"actif","mail","FR",11/04/2024,"karim.leroux"
CAMP_025657,"Instagram_Brand_Q2_27824","28842",06-09-2021,"INactif","video","Belgique",20.08.2020,"Karim Leroux"
CAMP_025658,"Twitter_Retargeting_BlackFriday_27825","13539",24-02-2021,"aCTIF","Video","ESPAGNE",2021-06-19,"Sophie Martin "
CAMP_025659,"SEO_Awareness_Q4_27826","9530,00 EUR",2024/01/20,"","EMAIL","Belgique",05/23/2020,"inconnu"
CAMP_025660,"TikTok_Fidelite_Noel_27827","7433",2024/12/06,"TERMINE","search","allemagne",03-05-2024,"Karim Leroux"
CAMP_025478,"TikTok_Promo_Q4_27828","34714",24-09-2023,"PAUSE","Social Media","Royaume-Uni",07/18/2020," jean dupont "
CAMP_025661,"Instagram_Acquisition_Q3_27829","N/A",2024/10/03,"Draft","","BE",mar 2021,"sophie martin"
CAMP_025662,"Affiliation_Retargeting_BlackFriday_27830","TBD",01-10-2020,"actif","affiliation","de",2021/12/10,"Sophie Martin"
CAMP_025663,"Google_Retargeting_Q1_27831","48457",2024/08/04,"draft","Social","GB",oct 2021,""
CAMP_025664,"YouTube_Acquisition_Q2_27832","TBD",2022/02/27,"EN_COURS","Email","CH",12-02-2021,"KARIM LEROUX"
CAMP_025665,"Facebook_Conversion_Printemps_27833","35915EUR",04/08/2023,"aCTIF","Social","FRANCE",2021/10/27,"Amira Faure"
CAMP_025666,"LinkedIn_Fidelite_Printemps_27834","40149",sep 2020,"DRAFT","video","Espagne",2021/11/25," jean dupont "
CAMP_025667,"TikTok_Promo_Hiver_27835","17440",2020-10-02,"En cours","video","DE",2024/07/27,"JEAN DUPONT"
CAMP_025668,"Google_Awareness_Q4_27836","2.282EUR",03/03/2024,"PAUSE","mail","Espagne",24-01-2023,"amira faure"
CAMP_025669,"Email_Acquisition_Hiver_27837","5107",01/06/2021,"EN_COURS","mail","Etats-Unis",03-09-2021,""
CAMP_025670,"LinkedIn_Brand_Q3_27838","2901",2024-02-04,"aCTIF","Social Media","FRANCE",2023/12/23,"Sophie Martin "
CAMP_025671,"YouTube_Lancement_Hiver_27839","34442,00 EUR",2022/10/22,"ACTIF","mail","FRANCE",2023/09/20,"JEAN DUPONT"
CAMP_025672,"Email_Awareness_Ete_27840","43439",2021-02-01,"ACTIF","N/A","US",10-05-2020,""
CAMP_025673,"Instagram_Lancement_Automne_27841","18658",11/26/2024,"actif","EMAIL","Espagne",05-01-2021," jean dupont "
CAMP_025674,"Google_Fidelite_Hiver_27842","N/A",sep 2022,"En cours","SOCIAL","GB",2020/03/04,"INCONNU"
CAMP_025675,"Twitter_Acquisition_Q2_27843","3124",,"draft","Search","allemagne",2023/03/10,""
CAMP_025676,"SEO_Fidelite_Ete_27844","17199",23-04-2022,"actif","Social","",11.11.2023,"KARIM LEROUX"
CAMP_025677,"TikTok_Acquisition_Noel_27845","40773 EUR",2022/03/19,"actif","video","fr",22-02-2022,"Amira Faure"
CAMP_025678,"LinkedIn_Soldes_Q1_27846","16072 $",17-10-2024,"termine","DISPLAY","Allemagne",2023/12/03,"KARIM LEROUX"
CAMP_025679,"Instagram_Soldes_Hiver_27847","264",01/03/2022,"Actif","e-mail","ESPAGNE",06.06.2024,"Sophie Martin"
CAMP_025680,"Twitter_Brand_Q2_27848","36863 EUR",,"Draft","Social","Etats-Unis",12-02-2024,"INCONNU"
CAMP_025681,"LinkedIn_Awareness_BlackFriday_27849","2.363EUR",12-01-2021,"Inactif","Mail","",08-11-2024,"INCONNU"
CAMP_025682,"TikTok_Brand_Q2_27850","44002EUR",,"Inactif","Search","Royaume-Uni",11.06.2024,""
CAMP_025683,"Email_Soldes_Automne_27851","35306",2021/12/06,"TERMINE","search","",14.07.2021,"Sophie Martin"
CAMP_025684,"LinkedIn_Awareness_Automne_27852","992",,"INACTIF","Search","SUISSE",,""
CAMP_025685,"Facebook_Brand_Q4_27853","37683",2024-12-16,"pause","email","italie",09/22/2020,"N/A"
CAMP_025686,"Email_Conversion_Noel_27854","37694",2021/02/21,"Actif","affiliation","Allemagne",05.02.2020,"karim.leroux"
CAMP_025687,"Email_Conversion_Q4_27855","42723",02/15/2024,"INACTIF","seo","Allemagne",2021/08/08,"KARIM LEROUX"
CAMP_025482,"Affiliation_Conversion_Q1_27856","3709",16-10-2021,"Inactif","DISPLAY","Fr",2024/02/04,"karim.leroux"
CAMP_025688,"Twitter_Brand_Q2_27857","27035",22-12-2021,"aCTIF","Social Media","USA",09/23/2022,""
CAMP_025689,"LinkedIn_Conversion_Hiver_27858","10197",2024/05/04,"","SOCIAL","BELGIQUE",17-09-2024,"Inconnu"
CAMP_025690,"TikTok_Promo_Ete_27859","27240",22.12.2022,"En_Cours","search","",11.05.2022,"Amira Faure"
CAMP_025691,"Email_Acquisition_Hiver_27860","6.183EUR",2023/07/24,"En cours","SOCIAL","ES",aou 2021,"n/a"
CAMP_025692,"Twitter_Lancement_Noel_27861","4397",07/18/2020,"Pause","mail","Italie",,"sophie martin"
CAMP_025216,"Twitter_Retargeting_Q3_27862","17992,00 EUR",02/01/2020,"Draft","Video","BE",19.04.2021,"Karim Leroux"
CAMP_025693,"Google_Lancement_Ete_27863","28277",08/13/2021,"N/A","Mail","Italie",28-08-2022,"JEAN DUPONT"
CAMP_025633,"Instagram_Soldes_Hiver_27864","15771",aou 2024,"En_Cours","social","France",,""
CAMP_025694,"Facebook_Lancement_Printemps_27865","47832",15-02-2020,"INACTIF","Social Media","Belgique",2024/11/12,"Amira Faure"
CAMP_025695,"Email_Retargeting_Hiver_27866","33087 EUR",sep 2023,"Terminé","SEO","DE",09-07-2023,"karim.leroux"
CAMP_025696,"Facebook_Fidelite_Q3_27867","36203",2024/05/16,"en_cours","Email","italie",19-10-2024,"Inconnu"
CAMP_025697,"TikTok_Retargeting_Q3_27868","28581",11/20/2021,"Inactif","e-mail","Suisse",03/02/2022,"n/a"
CAMP_025698,"Facebook_Fidelite_Q4_27869","33468",10-05-2024,"Inactif","DISPLAY","Allemagne",2022-09-08,"inconnu"
CAMP_025699,"Facebook_Acquisition_Q3_27870","34139EUR",dec 2020,"pause","mail","Suisse",2024/02/01,"Inconnu"
CAMP_025700,"Twitter_Soldes_Printemps_27871","34355 $",2021/03/02,"EN_COURS","VIDEO","Italie",2022-01-28,"Sophie Martin"
CAMP_025701,"LinkedIn_Awareness_Q4_27872","5453EUR",2020/09/01,"Draft","e-mail","italie",2024/05/03,"Sophie Martin "
CAMP_025381,"Affiliation_Acquisition_Noel_27873","16142",10-05-2020,"Inactif","display","IT",2023-03-07,"Sophie Martin "
CAMP_025702,"SEO_Awareness_Ete_27874","47986",28-03-2024,"termine","mail","ES",2024/03/22,"karim.leroux"
CAMP_025703,"TikTok_Fidelite_Q2_27875","26937",01-06-2023,"Draft","affiliation","fr",2020/03/28,"INCONNU"
CAMP_025663,"Facebook_Conversion_Hiver_27876","22986",2024/06/28,"EN_COURS","seo","",01/04/2020," Sophie Martin"
CAMP_025704,"Email_Promo_Hiver_27877","1379EUR",2022/07/26,"aCTIF","email","fr",2024/06/11,"Amira Faure"
CAMP_025705,"Google_Brand_Automne_27878","28929",,"INACTIF","Video","BELGIQUE",sep 2020,"KARIM LEROUX"
CAMP_025706,"LinkedIn_Brand_Automne_27879","N/A",20-07-2020,"inactif","video","Belgique",23.08.2021," jean dupont "
CAMP_025707,"TikTok_Retargeting_Hiver_27880","TBD",2023-02-28,"draft","search","Etats-Unis",,""
CAMP_025708,"SEO_Acquisition_Automne_27881","N/A",2021/07/17,"En_Cours","seo","france",04.10.2021,""
CAMP_025632,"SEO_Retargeting_Printemps_27882","31834 EUR",2024/06/20,"actif","Display","",2020/12/11,"Sophie Martin "
CAMP_025709,"YouTube_Promo_BlackFriday_27883","26777",13-11-2024,"Terminé","Video","Suisse",,""
CAMP_025710,"Email_Conversion_BlackFriday_27884","26459",14-12-2022,"aCTIF","N/A","ES",02-04-2021,""
CAMP_025711,"Facebook_Fidelite_Q1_27885","2536EUR",22-08-2022,"Pause","SOCIAL","US",03-04-2020,"KARIM LEROUX"
CAMP_025712,"LinkedIn_Soldes_BlackFriday_27886","21246",05-06-2022,"Inactif","display","Royaume-Uni",,"amira faure"
CAMP_025713,"Instagram_Brand_Hiver_27887","33824",2021/10/22,"PAUSE","DISPLAY","IT",10.11.2023,"inconnu"
CAMP_025714,"SEO_Brand_Ete_27888","TBD",oct 2022,"pause","e-mail","France",12-01-2024,""
CAMP_025715,"SEO_Promo_Q2_27889","40820EUR",2021/05/05,"","Search","SUISSE",2022/10/16,"sophie martin"
CAMP_025716,"SEO_Retargeting_Q2_27890","",06/02/2022,"ACTIF","N/A","FRANCE",13-12-2024," Sophie Martin"
CAMP_025455,"YouTube_Conversion_Hiver_27891","34979",10-03-2021,"termine","SOCIAL","France",06/09/2024,"N/A"
CAMP_025717,"YouTube_Soldes_Q1_27892","4.881EUR",12/08/2022,"N/A","VIDEO","de",17-07-2020,"Karim Leroux"
CAMP_025718,"Instagram_Fidelite_Printemps_27893","48170",24.02.2024,"","e-mail","BE",07/23/2022,"inconnu"
CAMP_025719,"Google_Acquisition_Automne_27894","5498",2020-12-13,"","Video","belgique",2024-07-06,"Sophie Martin "
CAMP_025720,"Instagram_Awareness_Ete_27895","26799",2020/06/09,"termine","Display","DE",2022-02-22,"Jean Dupont"
CAMP_025713,"TikTok_Retargeting_Ete_27896","9.952EUR",09/01/2022,"DRAFT","Social Media","Espagne",18-09-2021,"Inconnu"
CAMP_025721,"SEO_Lancement_Hiver_27897","11300",15-01-2023,"En cours","SOCIAL","",2022-11-10,""
CAMP_025722,"Facebook_Acquisition_Q2_27898","2.569EUR",17-09-2020,"N/A","","IT",2021/03/01,"KARIM LEROUX"
CAMP_025612,"Affiliation_Retargeting_Q4_27899","21141",2021/01/04,"En cours","Mail","BELGIQUE",2024/12/12,"AMIRA FAURE"
CAMP_025723,"Email_Lancement_BlackFriday_27900","",2021/01/19,"PAUSE","e-mail","GB",jun 2023,"Amira Faure"
CAMP_025724,"LinkedIn_Soldes_Ete_27901","11866",22-04-2021,"termine","Email","UK",02/19/2023,"sophie martin"
CAMP_025725,"Google_Acquisition_Printemps_27902","5724",2024-01-20,"actif","Mail","Espagne",03/25/2021,"Amira Faure"
CAMP_025726,"Instagram_Conversion_Q2_27903","TBD",2022/01/16,"ACTIF","e-mail","ES",2021/08/12,"Sophie Martin "
CAMP_025727,"Affiliation_Soldes_Q4_27904","46810",01/22/2020,"draft","seo","Allemagne",2024/10/05,"amira faure"
CAMP_025728,"SEO_Conversion_Q1_27905","45250",2024/05/08,"en_cours","N/A","",09/10/2023,"Sophie Martin"
CAMP_025729,"YouTube_Retargeting_Hiver_27906","23450",16-06-2022,"actif","Display","SUISSE",20-01-2020,"SOPHIE MARTIN"
CAMP_025581,"Twitter_Retargeting_Q4_27907","41371",09/24/2023,"inactif","SEARCH","BELGIQUE",18-06-2023,"inconnu"
CAMP_025730,"Google_Retargeting_Q3_27908","",2022/09/18,"N/A","mail","France",2022-07-16," jean dupont "
CAMP_025731,"Instagram_Acquisition_Noel_27909","8.891EUR",2024/05/17,"en_cours","display","FRANCE",2022/07/23,"Amira Faure"
CAMP_025732,"LinkedIn_Awareness_Automne_27910","30328",mai 2024,"inactif","SOCIAL","CH",11/11/2020,"KARIM LEROUX"
CAMP_025733,"Affiliation_Retargeting_Ete_27911","24655",04/08/2020,"Pause","seo","US",,"Sophie Martin"
CAMP_025734,"Twitter_Brand_Q4_27912","42118",14-09-2024,"EN_COURS","email","France",oct 2023,"INCONNU"
CAMP_025735,"Affiliation_Awareness_Q4_27913","1664",15-01-2021,"en_cours","Mail","IT",,"Amira Faure"
CAMP_025736,"Email_Retargeting_Q2_27914","",03/16/2020,"DRAFT","Display","Espagne",2022/11/09,""
CAMP_025737,"Twitter_Acquisition_Q1_27915","TBD",2024/04/01,"En_Cours","","USA",2024/08/20,"n/a"
CAMP_025738,"Affiliation_Soldes_Noel_27916","22267",2020/11/02,"Draft","Display","UK",16.10.2023,"Inconnu"
CAMP_025739,"Twitter_Retargeting_Ete_27917","12377,00 EUR",15.04.2024,"En_Cours","Search","",14-08-2024,"Sophie Martin"
CAMP_025740,"Email_Lancement_Q4_27918","4888",15-03-2022,"draft","search","",avr 2020,"karim.leroux"
CAMP_025625,"Instagram_Retargeting_Automne_27919","",06-06-2024,"INactif","SOCIAL","ESPAGNE",16-02-2023,""
CAMP_025741,"SEO_Acquisition_Q4_27920","8758EUR",2024/01/27,"INACTIF","email","france",2022/11/11," Sophie Martin"
CAMP_025742,"YouTube_Promo_Q4_27921","non defini",2020-02-18,"TERMINE","Mail","Royaume-Uni",,"Inconnu"
CAMP_025743,"Google_Acquisition_Automne_27922","41606",25.01.2023,"INACTIF","Video","BELGIQUE",20.03.2023,"JEAN DUPONT"
CAMP_025744,"Affiliation_Brand_Q3_27923","29675 $",02.08.2024,"inactif","Display","USA",dec 2022,"INCONNU"
CAMP_025745,"SEO_Promo_Q1_27924","2753",2023-12-14,"En cours","N/A","France",18-04-2022,"Inconnu"
CAMP_025746,"Google_Acquisition_Noel_27925","N/A",2020/09/09,"TERMINE","social_media","BE",06/24/2020,"SOPHIE MARTIN"
CAMP_025747,"Instagram_Acquisition_Q3_27926","14366,00 EUR",2021/03/02,"Pause","Social Media","de",,"Amira Faure"
CAMP_025748,"Google_Acquisition_Printemps_27927","42333EUR",2020/04/18,"En cours","video","ES",2022-07-12,"n/a"
CAMP_025749,"SEO_Promo_Q1_27928","9444EUR",2023/01/09,"en_cours","Social","CH",2021/05/24," jean dupont "
CAMP_025750,"TikTok_Acquisition_Noel_27929","42048",,"termine","e-mail"," FR ",,""
CAMP_025751,"Instagram_Lancement_Noel_27930","",26-12-2022,"en_cours","SOCIAL","IT",23-09-2020,"KARIM LEROUX"
CAMP_025752,"Instagram_Promo_Q3_27931","35548",04/14/2022,"En cours","affiliation"," FR ",04-01-2024,"INCONNU"
CAMP_025753,"Email_Awareness_Noel_27932","23233",19-08-2022,"TERMINE","Display","SUISSE",2023/11/23,""
CAMP_025337,"TikTok_Acquisition_BlackFriday_27933","",2020/04/05,"ACTIF","affiliation","UK",2021/02/26," Sophie Martin"
CAMP_025754,"Email_Lancement_Noel_27934","22601",2024-03-03,"En cours","Email","FRANCE",mai 2024,"Jean Dupont"
CAMP_025755,"Facebook_Fidelite_BlackFriday_27935","48649",2021-12-22,"terminé","search","belgique",07/24/2023,"AMIRA FAURE"
CAMP_025756,"LinkedIn_Soldes_Ete_27936","22321",06-04-2021,"INACTIF","Affiliation","BELGIQUE",2024/05/04,"n/a"
CAMP_025757,"YouTube_Acquisition_Q2_27937","8500",12/12/2021,"En cours","Affiliation","DE",25.11.2020,"Karim Leroux"
CAMP_025758,"Facebook_Retargeting_Hiver_27938","41290",09.05.2020,"Actif","Mail","",2024-01-01," Sophie Martin"
CAMP_025759,"Affiliation_Brand_Q3_27939","8254",05/26/2020,"DRAFT","display","US",2021/01/25,"amira faure"
CAMP_025610,"Instagram_Awareness_Q4_27940","7743",2022/01/14,"","Display","Royaume-Uni",2020-10-26,"SOPHIE MARTIN"
CAMP_025485,"Affiliation_Acquisition_Q1_27941","27037",2023/09/21,"N/A","search","Belgique",,"Amira Faure"
CAMP_025760,"SEO_Awareness_Ete_27942","39844,00 EUR",fev 2023,"actif","display","FR",28.01.2024,"Amira Faure"
CAMP_025761,"Twitter_Fidelite_Q1_27943","4034",04-08-2022,"en_cours","Affiliation","Suisse",2021-08-25,"JEAN DUPONT"
CAMP_025762,"LinkedIn_Lancement_Q2_27944","1140",19-03-2020,"aCTIF","","",2024-04-23,"Amira Faure"
CAMP_025763,"SEO_Conversion_Ete_27945","10565",mar 2022,"Actif","social_media","de",04-05-2021,"amira faure"
CAMP_025764,"Google_Promo_Printemps_27946","TBD",16.05.2022,"Terminé","Affiliation","IT",04-11-2021,"Jean Dupont"
CAMP_025765,"YouTube_Soldes_Noel_27947","31641",aou 2021,"Pause","social_media","ES",2022/01/13,"n/a"
CAMP_025766,"Affiliation_Brand_Q2_27948","25161EUR",15-10-2022,"Draft","affiliation","",03-06-2020,"INCONNU"
CAMP_025767,"Affiliation_Retargeting_Q4_27949","",2023/07/20,"Inactif","Email","BE",2022/08/11,"Inconnu"
CAMP_025768,"Google_Promo_Q1_27950","9.373EUR",2020/08/04,"N/A","Email","BELGIQUE",03.06.2023,"inconnu"
CAMP_025769,"YouTube_Lancement_Q2_27951","",18-12-2024,"termine","social","Italie",jul 2020,"Sophie Martin"
CAMP_025770,"TikTok_Acquisition_Q1_27952","38257",2020/03/05,"Pause","Affiliation","BELGIQUE",10-06-2022,"karim.leroux"
CAMP_025771,"LinkedIn_Retargeting_Q4_27953","35809 $",23-09-2020,"En_Cours","EMAIL","belgique",08/01/2021,"Sophie Martin"
CAMP_025772,"Affiliation_Lancement_BlackFriday_27954","44955EUR",2022/08/18,"Pause","social","",12-10-2023," Sophie Martin"
CAMP_025773,"Facebook_Retargeting_BlackFriday_27955","11546",2021-09-27,"actif","email"," FR ",2022/03/12,""
CAMP_025774,"Twitter_Awareness_Hiver_27956","19031 $",sep 2023,"PAUSE","display","fr",2024/04/08,"AMIRA FAURE"
CAMP_025775,"Facebook_Retargeting_Ete_27957","11703EUR",07-11-2020,"INACTIF","SEO","FR",2020-08-04,"Karim Leroux"
CAMP_025776,"LinkedIn_Fidelite_Ete_27958","non defini",20.12.2024,"aCTIF","Display","",2021/01/11,"Sophie Martin "
CAMP_025777,"Email_Acquisition_Ete_27959","30083",2021/04/05,"Actif","social","US",22.04.2024,"Karim Leroux"
CAMP_025778,"YouTube_Soldes_Hiver_27960","11781",2024/01/26,"en_cours","","GB",2024-02-08,""
CAMP_025670,"Instagram_Soldes_BlackFriday_27961","9858",10-04-2024,"Terminé","","SUISSE",2020/07/28,"amira faure"
CAMP_025779,"Affiliation_Acquisition_Automne_27962","29691 EUR",2024/01/20,"terminé","SOCIAL","IT",28-03-2024,"N/A"
CAMP_025780,"Affiliation_Brand_Hiver_27963","19721",2020-03-03,"En cours","search","Etats-Unis",26-03-2022,"sophie martin"
CAMP_025781,"YouTube_Fidelite_Q4_27964","4790",dec 2020,"En_Cours","email","Suisse",21.08.2022,"inconnu"
CAMP_025782,"Email_Conversion_Q4_27965","3293",17.08.2022,"","Social Media","Espagne",2020/05/17," jean dupont "
CAMP_025783,"TikTok_Awareness_Ete_27966","37552",2024-07-19,"inactif","social_media","France",2024-04-13,"Jean Dupont"
CAMP_025784,"Affiliation_Conversion_Q4_27967","22100",2020/12/25,"terminé","Social","US",22.05.2023,"Sophie Martin"
CAMP_025785,"TikTok_Awareness_Q2_27968","44149",2020/02/12,"En cours","VIDEO","DE",06-02-2022,"AMIRA FAURE"
CAMP_025786,"Twitter_Acquisition_Printemps_27969","8308",10/06/2022,"INACTIF","display","",02-11-2021,"AMIRA FAURE"
CAMP_025482,"Google_Lancement_BlackFriday_27970","28873",28-09-2020,"Terminé","SEARCH","Etats-Unis",,"Inconnu"
CAMP_025787,"Instagram_Soldes_Automne_27971","24675EUR",08/23/2020,"En cours","Video","GB",12-09-2022,"INCONNU"
CAMP_025788,"Facebook_Lancement_Q1_27972","43057",2024/07/10,"inactif","Video","FRANCE",2020/10/20," jean dupont "
CAMP_025789,"Google_Lancement_Printemps_27973","TBD",2021-03-19,"En cours","affiliation","FRANCE",2024/12/11,""
CAMP_025592,"Twitter_Brand_Noel_27974","13247",2024/09/21,"PAUSE","","Belgique",02-01-2023,"Inconnu"
CAMP_025790,"Twitter_Acquisition_Q2_27975","non defini",26-02-2021,"INACTIF","EMAIL","ES",23.08.2020,"inconnu"
CAMP_025591,"LinkedIn_Fidelite_Q1_27976","20658EUR",,"INactif","Mail","fr",09.03.2024,"n/a"
CAMP_025791,"TikTok_Retargeting_Automne_27977","32538 EUR",2021/06/06,"En_Cours","","BELGIQUE",2023/11/08,"KARIM LEROUX"
CAMP_025792,"LinkedIn_Lancement_Hiver_27978","4393 EUR",08-07-2020,"PAUSE","Social","fr",27-04-2020,"Jean Dupont"
CAMP_025793,"TikTok_Acquisition_Q3_27979","14761",2021/08/25,"Inactif","Social","FR",2023/12/14,"Sophie Martin"
