id_interaction,id_lead,type_action,timestamp,canal_interaction,duree_secondes,page_url,note_qualite
INT_00110719,LEAD_0022889,"Achat",393576,"sms","313","/accueil",""
INT_00110720,LEAD_0025487,"achat",1733170224,"push","151","HTTP://www.monsite.fr/blog","4"
INT_00110721,LEAD_0009071,"click",2025-12-30T03:09:21.904Z,"PUSH","236","https://www.monsite.fr/PRODUITS","2.2"
INT_00110722,LEAD_0003273,"VUE",1692104593,"Mobile","","https://www.monsite.fr/produits?ref=goog&utm_source=cpc",""
INT_00110723,LEAD_0016140,"",2024-09-02T23:40:14.914Z,"","326.18"," https://www.monsite.fr/accueil ","bon"
INT_00110724,LEAD_0011040,"achat",1766352236,"push","N/A","https://www.monsite.fr/produits","5"
INT_00093713,LEAD_0016886,"VUE",1741715776,"EMAIL","458","https://www.monsite.fr/accueil","5"
INT_00110725,LEAD_0024157,"click",1755626892,"Mobile","425","https://www.monsite.fr/produits?ref=goog&utm_source=cpc&","1"
INT_00110726,LEAD_0024783,"view",2025-08-11T14:15:16.618Z,"push","173","https://www.monsite.fr/PRODUITS","4"
INT_00110727,LEAD_0005075,"clic",1767654885,"EMAIL","","/accueil","0"
INT_00110728,LEAD_0019791,"VUE",1712401147,"","385","HTTP://www.monsite.fr/blog","bon"
INT_00110729,LEAD_0001577,"clic",1770726875964,"","N/A","https://www.monsite.fr/produits?ref=goog&utm_source=cpc&",""
INT_00110730,LEAD_0009977,"achat",1757140141,"","0","","3"
INT_00110731,LEAD_0026423,"CLIC",11/06/2024,"sms","7155","https://www.monsite.fr/produits","3"
INT_00110732,LEAD_0029142,"clic",1766381461,"live_chat","","https://www.monsite.fr/produits?ref=goog&utm_source=cpc","2/5"
INT_00110733,LEAD_0025421,"achat",2024-08-19T14:16:01.846Z,"WEB","","/accueil","5"
INT_00110734,LEAD_0017735,"CLIC",1750950453,"EMAIL","155.81","","5"
INT_00110735,LEAD_0013891,"vue",31/12/2025," mobile ","","https://www.monsite.fr/accueil","4"
INT_00110736,LEAD_0012175,"Achat",1715919976,"Mail","380.26","","2.2"
INT_00110737,LEAD_0023674,"CLIC",1742253961,"Live Chat","5094","https://www.monsite.fr/accueil","4"
INT_00110738,LEAD_0019933,"vue",2025-10-30 06:07:29.556,"APP","162.59","monsite.fr/landing",""
INT_00110739,LEAD_0001896,"clic",811999,"Email","29","https://www.monsite.fr/produits?ref=goog&utm_source=cpc","N/A"
INT_00110740,LEAD_0003197,"Achat",2024-02-11T21:43:08.770Z,"WEB","","monsite.fr/landing","3/5"
INT_00110741,LEAD_ORPHAN_92868,"CLIC",01/05/2023,"","2009","https://www.monsite.fr/accueil","3/5"
INT_00110742,LEAD_0018210,"clic",18/12/2024,"","128","monsite.fr/landing","4"
INT_00110743,LEAD_0021277,"clic",2023-07-13T09:41:57.833Z,"Mobile","0","/accueil","0"
INT_00110744,LEAD_0019001,"click",2024-01-14T10:32:46.642Z,"push","204.14","www.monsite.fr/promo","4"
INT_00110745,LEAD_0027835,"vue",1727246826,"Mail","","https://www.monsite.fr/produits/","1"
INT_00110746,LEAD_0012022,"clic",2023-10-05T05:33:17.328Z,"mail","528","https://www.monsite.fr/PRODUITS","4"
INT_00110747,LEAD_0000788,"CLIC",236835,"","533","HTTP://www.monsite.fr/blog",""
INT_00110748,LEAD_0010292,"",2024-03-07T15:49:14.574Z,"mobile","165","www.monsite.fr/promo","2"
INT_00110749,LEAD_ORPHAN_99642,"click",2023-10-02T17:57:01.124Z,"chat","73","/accueil","3"
INT_00110750,LEAD_0020631,"clic",2025-01-27T07:00:15.988Z,"push_notification","","https://www.monsite.fr/accueil","3"
INT_00110751,LEAD_0011662,"view",,"email","","www.monsite.fr/promo","3"
INT_00110752,LEAD_0028141,"purchase",1685010190,"web","45","www.monsite.fr/promo","2"
INT_00110753,LEAD_0021874,"vue",2023-10-11 16:44:14.816,"email","319.29","HTTP://www.monsite.fr/blog","3"
INT_00110754,LEAD_0015778,"clic",1735196659,"web","2 min","https://www.monsite.fr/produits/","0"
INT_00110755,LEAD_0009490,"click",1694419502,"push_notification","577","",""
INT_00014273,LEAD_0023019,"clic",2025-02-01 01:55:46.037,"web","-31","https://www.MonSite.fr/contact","2"
INT_00110756,LEAD_0006208,"view",1735591138,"Chat","","/accueil","3"
INT_00110757,LEAD_0000710,"clic",2025-08-09 19:25:55.440,"sms","0","https://www.monsite.fr/accueil","9"
INT_00110758,LEAD_0019226,"",1685160123,"Mobile","562","https://www.monsite.fr/accueil","2"
INT_00110759,LEAD_0019597,"Achat",1697601187,"",""," https://www.monsite.fr/accueil ","1"
INT_00110760,LEAD_0005427,"vue",1720773437,"app","324","https://www.monsite.fr/PRODUITS","N/A"
INT_00110761,LEAD_0005352,"clic",1730886898," web ","512","www.monsite.fr/promo","1"
INT_00110762,LEAD_0019351,"clic",2024-05-18T06:45:51.939Z,"chat","40","https://www.MonSite.fr/contact",""
INT_00110763,LEAD_0014856,"click",2023-05-19T13:29:45.125Z,"sms","548.73","","1"
INT_00110764,LEAD_0003854,"achat",1752147648,"Email","597","https://www.MonSite.fr/contact","4"
INT_00110765,LEAD_ORPHAN_91048,"clic",484144,"SMS","333s"," https://www.monsite.fr/accueil ","-5"
INT_00110766,LEAD_0004993,"CLIC",1728371629,"SMS","91","https://www.monsite.fr/produits/","4"
INT_00110767,LEAD_0021462,"vue",1748496896,"Chat","","www.monsite.fr/promo","1"
INT_00110768,LEAD_0017435,"achat",2024-06-28T11:12:08.542Z,"CHAT","2 min","HTTP://www.monsite.fr/blog","-4"
INT_00110769,LEAD_0023091,"achat",2024-02-25 01:09:34.375," mobile ","188","",""
INT_00110770,LEAD_0003455,"vue",865790,"PUSH","","https://www.monsite.fr/produits?ref=goog&utm_source=cpc","7"
INT_00110771,LEAD_0009468,"clic",2026-01-21T10:08:24.205Z,"Sms","528.15","https://www.monsite.fr/produits?ref=goog&utm_source=cpc&","0"
INT_00110772,LEAD_0014944,"click",2024-02-07T06:18:19.008Z,"MOBILE","33","https://www.monsite.fr/accueil","2"
INT_00110773,LEAD_0024387,"",1768807941,"Mobile","","/accueil","5"
INT_00110774,LEAD_0008494,"clic",1709981315865,"","N/A","/accueil","4"
INT_00110775,LEAD_0014410,"achat",1753949009,"","545s","/accueil","3"
INT_00110776,LEAD_0023177,"",2024-05-03 13:21:09.510,"mail","536","https://www.monsite.fr/produits","5"
INT_00110777,LEAD_0025839,"",1680063559,"mobile","340","https://www.monsite.fr/produits/","moyen"
INT_00110778,LEAD_0003070,"Achat",1765604760,"App","5272","/accueil",""
INT_00110779,LEAD_0015511,"Achat",2023-07-07T14:49:35.211Z,"","420","","3"
INT_00110780,LEAD_0004565,"Achat",2024-07-14T19:07:00.631Z,"email","387.09","HTTP://www.monsite.fr/blog","4"
INT_00110781,LEAD_0018191,"achat",1691558596715,"push","576.59","https://www.monsite.fr/PRODUITS","4"
INT_00110782,LEAD_0024904,"achat",2024-07-20 11:09:37.068,"App","228","",""
INT_00110783,LEAD_0015914,"",07/10/2024,"","136.60","https://www.monsite.fr/PRODUITS","2.3"
INT_00110784,LEAD_0017066,"clic",1760348804,"Email","N/A","","1"
INT_00110785,LEAD_0010766,"vue",06/03/2026,"Sms","487","https://www.monsite.fr/produits?ref=goog&utm_source=cpc","0"
INT_00110786,LEAD_0007068,"",2023-06-20T22:32:52.799Z,"SMS","351s","https://www.monsite.fr/accueil","3"
INT_00110787,LEAD_0014431,"clic",1742267075814,"Chat","555","https://www.monsite.fr/produits?ref=goog&utm_source=cpc","3"
INT_00110788,LEAD_0013051,"vue",703757,"APP","0","",""
INT_00110789,LEAD_0002944,"Achat",1690909740181,"sms","68s","HTTP://www.monsite.fr/blog",""
INT_00110790,LEAD_0021785,"vue",1700699969,"Email","452","HTTP://www.monsite.fr/blog",""
INT_00110791,LEAD_0003337,"Achat",1705357948,"email","","https://www.monsite.fr/accueil","0"
INT_00110792,LEAD_0017021,"clic",1732088321,"Live Chat","592","https://www.monsite.fr/produits","0"
INT_00110793,LEAD_0008263,"achat",1707459074,"EMAIL","7078","https://www.monsite.fr/PRODUITS",""
INT_00110794,LEAD_0020451,"VUE",700184,"email","176","www.monsite.fr/promo","1"
INT_00110795,LEAD_0029757,"click",2023-09-06 16:53:01.051,"mail","461","HTTP://www.monsite.fr/blog","3"
INT_00110796,LEAD_0008272,"Achat",2024-03-08T19:49:16.662Z,"Push","N/A","",""
INT_00110797,LEAD_0022599,"vue",1753422563066,"Live Chat","456.21","HTTP://www.monsite.fr/blog","4"
INT_00110798,LEAD_0015366,"view",,"chat","298","https://www.monsite.fr/produits",""
INT_00110799,LEAD_0007866,"vue",1700876575846,"Push","507","www.monsite.fr/promo","5"
INT_00110800,LEAD_0003461,"CLIC",1770835692,"Mobile","57","www.monsite.fr/promo","5"
INT_00110801,LEAD_0003099,"vue",1692579501241,"email","277","https://www.MonSite.fr/contact","5"
INT_00110802,LEAD_0014489,"purchase",1718134852,"App","151","https://www.monsite.fr/PRODUITS",""
INT_00110803,LEAD_0004028,"purchase",23/03/2023,"Email","0","",""
INT_00110804,LEAD_0015882,"vue",1750394701," mobile ","N/A","www.monsite.fr/promo","1"
INT_00110805,LEAD_0001054,"vue",1743977815,"EMAIL","418","https://www.monsite.fr/produits/","4"
INT_00110806,LEAD_0004107,"Achat",477364,"Live Chat","2 min","https://www.MonSite.fr/contact","2"
INT_00110807,LEAD_0007221,"VUE",1747430308,"MOBILE","-230","https://www.monsite.fr/produits?ref=goog&utm_source=cpc&","2"
INT_00110808,LEAD_0024385,"Achat",1687638678,"CHAT","226","https://www.MonSite.fr/contact",""
INT_00110809,LEAD_0011552,"clic",1768304515,"Live Chat","5414","https://www.monsite.fr/produits/","0"
INT_00110810,LEAD_0008235,"clic",1697750467,"WEB","108","/accueil","2.2"
INT_00110811,LEAD_0010783,"vue",2024-10-12T08:03:52.133Z,"email","-207","HTTP://www.monsite.fr/blog","2.8"
INT_00110812,LEAD_0024468,"purchase",1727822760193,"mail","285","/accueil","8"
INT_00110813,LEAD_0013574,"vue",1749720516," mobile ","474.31","https://www.monsite.fr/accueil","1"
INT_00110814,LEAD_0015200,"CLIC",1755369278,"","103","","5"
INT_00110815,LEAD_0027754,"view",1727486729,"WEB","44.38","/accueil","N/A"
INT_00110816,LEAD_0014972,"purchase",2025-06-27 18:25:03.740,"live_chat","411","https://www.monsite.fr/produits/","3.1"
INT_00110817,LEAD_0014378,"view",1741228711,"sms","370","https://www.monsite.fr/accueil","5"
INT_00110818,LEAD_0000653,"achat",2025-01-25T02:55:14.407Z,"","558","HTTP://www.monsite.fr/blog","2"
INT_00110819,LEAD_0020651,"Achat",1762014706," web ","0","https://www.monsite.fr/produits?ref=goog&utm_source=cpc","4"
INT_00095607,LEAD_0008610,"click",2023-12-03T16:33:43.578Z,"Sms","12","","1"
INT_00110820,LEAD_0003456,"clic",1703467092,"Push","0","monsite.fr/landing","5"
INT_00110821,LEAD_0012430,"purchase",23/04/2025,"chat","","https://www.monsite.fr/produits?ref=goog&utm_source=cpc",""
INT_00110822,LEAD_0008005,"clic",1764084569,"App","","HTTP://www.monsite.fr/blog","1"
INT_00110823,LEAD_0027135,"vue",1756753701774,"chat","479","https://www.monsite.fr/produits/","1"
INT_00110824,LEAD_0005280,"clic",1688270127782," web ","285","","3"
INT_00110825,LEAD_0003487,"clic",1722449068815,"sms","-155","https://www.monsite.fr/produits","N/A"
INT_00110826,LEAD_0013957,"vue",1750912773,"app",""," https://www.monsite.fr/accueil ","5"
INT_00110827,LEAD_0016348,"Achat",2025-01-14 12:20:16.358,"","","https://www.monsite.fr/produits","5"
INT_00110828,LEAD_0009097,"clic",1732147855,"EMAIL","435","","4"
INT_00110829,LEAD_0013727,"",1733795912,"email","341","https://www.monsite.fr/accueil","2"
INT_00110830,LEAD_0029454,"clic",2023-09-01 12:18:41.446,"SMS","6","https://www.monsite.fr/PRODUITS",""
INT_00110831,LEAD_0017491,"clic",,"","103","https://www.monsite.fr/produits?ref=goog&utm_source=cpc",""
INT_00110832,LEAD_0027897,"vue",1734610974," mobile ","295s","https://www.monsite.fr/produits/","5"
INT_00110833,LEAD_0001106,"view",2024-06-17T13:15:31.097Z,"CHAT","478","https://www.monsite.fr/produits?ref=goog&utm_source=cpc&","3"
INT_00110834,LEAD_0000303,"VUE",180932,"App","134s","https://www.monsite.fr/PRODUITS",""
INT_00110835,LEAD_0005892,"vue",2025-07-26 00:48:31.927,"app","238","https://www.MonSite.fr/contact","5"
INT_00110836,LEAD_0024655,"Achat",06/03/2024,"PUSH","523","/accueil","2"
INT_00110837,LEAD_0003190,"VUE",1728414812458,"WEB","463","https://www.monsite.fr/produits?ref=goog&utm_source=cpc","0"
INT_00110838,LEAD_0020976,"click",1691191914,"mail","55","www.monsite.fr/promo","1"
INT_00110839,LEAD_0001153,"purchase",1723955855,"mail","144","https://www.MonSite.fr/contact","-4"
INT_00110840,LEAD_0028360,"vue",1682577408,"Mobile","0","monsite.fr/landing",""
INT_00110841,LEAD_0008317,"VUE",1719612188290,"email","155.44","https://www.monsite.fr/produits?ref=goog&utm_source=cpc","1"
INT_00110842,LEAD_0017863,"",1759222864093,"mail","4 min","HTTP://www.monsite.fr/blog","5/5"
INT_00110843,LEAD_0002722,"vue",,"mail","6762","/accueil","1"
INT_00110844,LEAD_0018919,"achat",1771085793,"email","589","https://www.MonSite.fr/contact","4"
INT_00110845,LEAD_0018047,"clic",2026-03-07T02:15:56.388Z,"Live Chat","339","","0"
INT_00110846,LEAD_0001583,"clic",03/01/2025,"Web","353","https://www.monsite.fr/PRODUITS","3"
INT_00110847,LEAD_ORPHAN_91557,"",1709689588,"Push","123.87","https://www.monsite.fr/produits","5"
INT_00110848,LEAD_0007696,"vue",2025-03-28T22:47:03.044Z,"Chat","","https://www.monsite.fr/accueil","moyen"
INT_00110849,LEAD_0013770,"Achat",248548,"live_chat","512","https://www.monsite.fr/produits?ref=goog&utm_source=cpc&","1/5"
INT_00110850,LEAD_0028556,"vue",1688668839,"Email","555","https://www.monsite.fr/produits",""
INT_00110851,LEAD_0016084,"purchase",1725957221,"app","-245","monsite.fr/landing",""
INT_00110852,LEAD_0018293,"clic",2026-01-31 21:30:44.903,"PUSH","395","/accueil",""
INT_00110853,LEAD_0026468,"clic",1741351758,"Sms","373s","www.monsite.fr/promo","5"
INT_00110854,LEAD_0015438,"CLIC",1749376789240," mobile ","117.87","monsite.fr/landing","N/A"
INT_00110855,LEAD_0020145,"",2023-06-06T11:00:48.334Z,"APP","46","https://www.monsite.fr/produits/","1"
INT_00110856,LEAD_0000328,"purchase",432608," web ","-57"," https://www.monsite.fr/accueil ","moyen"
INT_00110857,LEAD_0026447,"view",1757755703,"N/A","459s","https://www.monsite.fr/accueil","4"
INT_00110858,LEAD_0001437,"vue",1730359626,"push","390","https://www.monsite.fr/produits?ref=goog&utm_source=cpc&","3"
INT_00110859,LEAD_0025927,"clic",,"","0","/accueil","3.8"
INT_00110860,LEAD_0010893,"",2026-01-23 09:27:25.489," mobile ","132s"," https://www.monsite.fr/accueil ","5"
INT_00110861,LEAD_0004048,"clic",1729925820,"Live Chat","N/A","","5"
INT_00110862,LEAD_0008628,"",1717142432,"MOBILE","103","https://www.monsite.fr/produits?ref=goog&utm_source=cpc",""
INT_00110863,LEAD_0007380,"CLIC",,"Chat","","https://www.monsite.fr/produits?ref=goog&utm_source=cpc&","4"
INT_00110864,LEAD_0019720,"CLIC",2025-02-12T01:58:25.337Z,"Sms","131s","/accueil","10"
INT_00110865,LEAD_0003373,"VUE",1762820602,"sms","80","","1"
INT_00110866,LEAD_0009017,"vue",2025-06-02T15:11:01.996Z," web ","395","https://www.monsite.fr/produits","2"
INT_00110867,LEAD_0002325,"view",1763396631951,"push_notification","N/A","https://www.MonSite.fr/contact","4"
INT_00110868,LEAD_0003317,"VUE",2026-01-02 07:49:47.167,"push_notification","447","https://www.monsite.fr/accueil","4/5"
INT_00110869,LEAD_0015972,"CLIC",2025-04-13 17:53:34.709,"Push","311","www.monsite.fr/promo","8"
INT_00110870,LEAD_0011041,"CLIC",2025-07-19 17:41:09.418,"push","","https://www.monsite.fr/PRODUITS","1"
INT_00110871,LEAD_0021843,"click",822377,"WEB","366.02","","1"
INT_00110872,LEAD_0015710,"VUE",2024-05-10 19:37:43.415,"mobile","","https://www.monsite.fr/PRODUITS","8"
INT_00110873,LEAD_0023064,"click",2023-04-30T22:16:07.929Z,"Live Chat","1521","https://www.MonSite.fr/contact","4"
INT_00110874,LEAD_0020838,"purchase",1720226919673,"Push","N/A"," https://www.monsite.fr/accueil ","4"
INT_00110875,LEAD_0024501,"clic",2023-09-15T00:58:40.339Z,"WEB","","https://www.MonSite.fr/contact","-3"
INT_00110876,LEAD_0017007,"achat",2024-11-25T10:58:10.408Z,"Live Chat","N/A","","2"
INT_00110877,LEAD_0013119,"VUE",1716263161,"N/A","475.59","https://www.monsite.fr/accueil","2"
INT_00110878,LEAD_0025116,"vue",1773008112521,"PUSH","387","/accueil","4"
INT_00110879,LEAD_0005128,"CLIC",05/04/2023,"PUSH","-152"," https://www.monsite.fr/accueil ","5"
INT_00110880,LEAD_0008407,"CLIC",1725215568,"","417","HTTP://www.monsite.fr/blog","4"
INT_00110881,LEAD_0014944,"achat",1733551712," mobile ","415s"," https://www.monsite.fr/accueil ","3/5"
INT_00110882,LEAD_0028804,"VUE",,"web","559","https://www.MonSite.fr/contact",""
INT_00110883,LEAD_0022776,"vue",1761282286,"SMS","361","","5"
INT_00110884,LEAD_0001925,"purchase",1763633247,"","0","https://www.monsite.fr/produits?ref=goog&utm_source=cpc","3"
INT_00110885,LEAD_0018233,"CLIC",2023-11-13 11:34:05.743,"","220","","3"
INT_00110886,LEAD_0000578,"VUE",2023-12-24T17:22:31.750Z,"web","492","https://www.monsite.fr/produits/","3"
INT_00110887,LEAD_0008097,"clic",1731654842,"mobile","-176","monsite.fr/landing","4"
INT_00110888,LEAD_0010631,"achat",2025-02-09T05:13:26.672Z,"Web","545"," https://www.monsite.fr/accueil ","1"
INT_00110889,LEAD_0013380,"",2024-01-21T23:59:40.571Z,"WEB","83"," https://www.monsite.fr/accueil ","4"
INT_00110890,LEAD_0000711,"clic",1691527754,"Live Chat","1997","https://www.monsite.fr/produits?ref=goog&utm_source=cpc&","7"
INT_00110891,LEAD_0018322,"clic",1768682445788,"Web","-297","/accueil","1"
INT_00110892,LEAD_0004894,"",2023-09-02T09:23:10.006Z,"WEB","N/A","/accueil","2"
INT_00110893,LEAD_0000960,"achat",1704390105,"APP","74.21","/accueil","4"
INT_00110894,LEAD_0002489,"click",2025-09-17T05:44:13.790Z,"Mail","349","https://www.monsite.fr/accueil",""
INT_00110895,LEAD_0023750,"Achat",2026-02-25T00:03:41.247Z,"","506","https://www.monsite.fr/PRODUITS","-5"
INT_00110896,LEAD_0019455,"clic",1725959050,"web","173","monsite.fr/landing","5"
INT_00110897,LEAD_0013508,"CLIC",1742101056,"Push","","https://www.monsite.fr/accueil","2"
INT_00110898,LEAD_0006546,"clic",1755581680,"","543","HTTP://www.monsite.fr/blog",""
INT_00110899,LEAD_0011720,"Achat",2024-09-26 04:03:25.798,"SMS","524","/accueil",""
INT_00110900,LEAD_0013141,"view",1696515251702,"Mail","6832","HTTP://www.monsite.fr/blog",""
INT_00038353,LEAD_0007277,"",1697191448,"SMS","","monsite.fr/landing","3"
INT_00110901,LEAD_0028825,"vue",1724080368,"Live Chat","9351","https://www.monsite.fr/produits?ref=goog&utm_source=cpc",""
INT_00110902,LEAD_0019052,"achat",2025-02-26T12:29:41.014Z,"live_chat","210","",""
INT_00110903,LEAD_0002833,"click",1733475558,"Email","N/A","https://www.monsite.fr/accueil","-3"
INT_00110904,LEAD_0007822,"vue",2023-11-04 19:31:48.477,"SMS","358","https://www.monsite.fr/produits","3"
INT_00110905,LEAD_0004272,"vue",1703718186,"Push","","https://www.monsite.fr/produits","1"
INT_00110906,LEAD_0027271,"Achat",1764032950,"Mobile","523","https://www.monsite.fr/produits","0"
INT_00110907,LEAD_0007861,"vue",1690476371900,"Web","6342","https://www.monsite.fr/PRODUITS","5"
INT_00110908,LEAD_0019967,"",," mobile ","29","https://www.monsite.fr/PRODUITS","N/A"
INT_00110909,LEAD_0020176,"clic",1761134585161,"Sms","501.26","https://www.monsite.fr/produits/","1"
INT_00110910,LEAD_0013865,"vue",,"push","111","https://www.monsite.fr/accueil",""
INT_00110911,LEAD_0006652,"vue",305749,"EMAIL","513","/accueil","4"
INT_00110912,LEAD_0006241,"view",,"N/A","118","/accueil","N/A"
INT_00110913,LEAD_0018836,"Achat",1711741635235,"live_chat","","https://www.monsite.fr/produits","2"
INT_00110914,LEAD_0003197,"CLIC",2023-07-11 22:50:02.223,"push_notification","343s","www.monsite.fr/promo","0"
INT_00110915,LEAD_0013622,"clic",2025-06-16 22:14:14.868,"","4 min","HTTP://www.monsite.fr/blog","5"
INT_00110916,LEAD_0021413,"view",03/02/2024,"","454","HTTP://www.monsite.fr/blog","2"
INT_00110917,LEAD_ORPHAN_99855,"clic",2024-11-21 18:03:13.883,"Mail","-129","https://www.monsite.fr/produits?ref=goog&utm_source=cpc&","5"
INT_00110918,LEAD_0028472,"clic",752187,"Push","198s","https://www.monsite.fr/produits/","4"
INT_00110919,LEAD_0010303,"",2024-03-02T21:48:07.118Z,"PUSH","71.91","","3"
INT_00110920,LEAD_0000103,"CLIC",,"mail","113","monsite.fr/landing","0"
INT_00110921,LEAD_0005546,"vue",1714349085,"EMAIL","514.24","https://www.MonSite.fr/contact","1"
INT_00110922,LEAD_0025540,"CLIC",1696028542282,"Email","430","https://www.monsite.fr/produits/","N/A"
INT_00110923,LEAD_0003133,"clic",2023-05-29 02:33:10.281," web ","588","HTTP://www.monsite.fr/blog","2"
INT_00110924,LEAD_0011938,"purchase",2023-10-31T11:37:19.614Z,"push_notification","492.59","www.monsite.fr/promo","mauvais"
INT_00110925,LEAD_0010338,"vue",1751418801,"mobile","167.82","monsite.fr/landing","bon"
INT_00084558,LEAD_0019063,"",2023-05-20 06:17:37.818,"APP","428.38","","-5"
INT_00110926,LEAD_0010742,"clic",,"push","242","monsite.fr/landing",""
INT_00110927,LEAD_0005588,"clic",1679789181,"sms","238","https://www.monsite.fr/produits/","4"
INT_00110928,LEAD_0025194,"achat",2023-05-03T10:44:21.039Z,"APP","506","https://www.monsite.fr/produits/","2"
INT_00015000,LEAD_0007600,"purchase",1698656421,"","329.01","https://www.monsite.fr/PRODUITS","4"
INT_00069400,LEAD_0008869,"Achat",2023-04-21T06:32:42.286Z,"EMAIL","564.89","https://www.MonSite.fr/contact","5"
INT_00110929,LEAD_0004135,"purchase",1741501183,"web","N/A","www.monsite.fr/promo",""
INT_00110930,LEAD_0014065,"vue",2023-03-25T02:12:39.952Z,"Chat","-26","https://www.monsite.fr/produits?ref=goog&utm_source=cpc&","2"
INT_00110931,LEAD_0007572,"click",2023-12-31T15:56:27.311Z," mobile ","384","https://www.monsite.fr/produits","2/5"
INT_00110932,LEAD_0016331,"CLIC",2025-06-25T13:44:37.093Z,"App","6081","monsite.fr/landing","5"
INT_00095105,LEAD_0021512,"vue",124900,"app","0","www.monsite.fr/promo","3"
INT_00110933,LEAD_0008262,"vue",,"","562","/accueil","moyen"
INT_00110934,LEAD_0001163,"clic",1727121328,"mail","","https://www.monsite.fr/produits/","7"
INT_00110935,LEAD_0021349,"clic",2023-10-27 06:43:57.772,"chat","190","https://www.MonSite.fr/contact","2"
INT_00110936,LEAD_0014210,"",1745483147,"push","-15","https://www.monsite.fr/produits","3"
INT_00110937,LEAD_0025854,"view",1696497540925,"APP","383.05","https://www.monsite.fr/accueil","2"
INT_00110938,LEAD_0020215,"vue",172398,"mobile","351","https://www.monsite.fr/accueil","0"
INT_00110939,LEAD_0028098,"",,"Live Chat","170","HTTP://www.monsite.fr/blog",""
INT_00110940,LEAD_0016420,"clic",1689545648912,"PUSH","","https://www.monsite.fr/produits?ref=goog&utm_source=cpc","5/5"
INT_00110941,LEAD_0002851,"Achat",2025-10-18T12:21:35.186Z,"MOBILE","148","https://www.monsite.fr/produits?ref=goog&utm_source=cpc&","-5"
INT_00110942,LEAD_ORPHAN_93901,"achat",2025-05-15 20:35:52.000,"APP","","https://www.monsite.fr/accueil","4.4"
INT_00110943,LEAD_0015152,"vue",1769948347194,"Push","393","/accueil",""
INT_00110944,LEAD_0028344,"achat",2023-10-10 09:42:12.870,"Chat","91","https://www.MonSite.fr/contact",""
INT_00110945,LEAD_0022410,"",2023-12-09T04:05:55.640Z,"Mail","-194"," https://www.monsite.fr/accueil ","5"
INT_00110946,LEAD_0016287,"",1744742687237,"Web","202","www.monsite.fr/promo","bon"
INT_00110947,LEAD_0025357,"achat",2025-07-27 09:00:47.842,"Chat","","https://www.monsite.fr/PRODUITS","4"
INT_00110948,LEAD_0005354,"view",211329,"mail","N/A","https://www.monsite.fr/produits?ref=goog&utm_source=cpc&","1"
INT_00110949,LEAD_0027501,"purchase",1699633339,"Email","N/A","https://www.monsite.fr/accueil","1"
INT_00110950,LEAD_ORPHAN_98715,"vue",1683579088,"web","68","monsite.fr/landing","bon"
INT_00110951,LEAD_0006076,"CLIC",1698588311373,"EMAIL","226","/accueil","3"
INT_00110952,LEAD_0011471,"purchase",236507,"email","254.33","","5"
INT_00110953,LEAD_0001932,"click",11/06/2024,"app","44","https://www.monsite.fr/produits","5"
INT_00110954,LEAD_0002138,"VUE",1682162742,"","206","https://www.monsite.fr/produits","5"
INT_00110955,LEAD_0008055,"purchase",388891,"mobile","-155"," https://www.monsite.fr/accueil ","1"
INT_00110956,LEAD_0006808,"vue",2024-08-14 04:04:38.233,"","184","https://www.monsite.fr/produits/","3"
INT_00110957,LEAD_0029348,"VUE",1743573481960,"PUSH","561","www.monsite.fr/promo","3"
INT_00110958,LEAD_0007594,"view",1772789508,"APP","412","www.monsite.fr/promo",""
INT_00110959,LEAD_0024572,"",1742475708,"Mobile","323"," https://www.monsite.fr/accueil ","3"
INT_00021990,LEAD_0018473,"",," mobile ","-178","/accueil","5"
INT_00110960,LEAD_0004868,"",1706311274,"live_chat","","HTTP://www.monsite.fr/blog","0"
INT_00110961,LEAD_0020173,"view",,"Chat","534.17","https://www.monsite.fr/produits?ref=goog&utm_source=cpc&","9"
INT_00110962,LEAD_0019873,"clic",2025-06-21T21:26:50.362Z,"EMAIL","335"," https://www.monsite.fr/accueil ","5"
INT_00110963,LEAD_0013960,"CLIC",1770847213," web ","N/A","monsite.fr/landing","mauvais"
INT_00110964,LEAD_0002013,"clic",,"CHAT","N/A","HTTP://www.monsite.fr/blog","9"
INT_00110965,LEAD_0014548,"VUE",644899,"CHAT","331","https://www.MonSite.fr/contact","3/5"
INT_00110966,LEAD_0021424,"purchase",2026-02-21T12:58:56.486Z,"PUSH","101","HTTP://www.monsite.fr/blog","1"
INT_00110967,LEAD_0016487,"purchase",1748246991024,"SMS","590","","-3"
INT_00110968,LEAD_0018158,"VUE",1727176611,"Live Chat","6471","monsite.fr/landing","-1"
INT_00110969,LEAD_0014799,"clic",1710335811,"Mail","284","https://www.MonSite.fr/contact",""
INT_00110970,LEAD_0015644,"clic",,"","","www.monsite.fr/promo","4.5"
INT_00110971,LEAD_0028460,"click",,"CHAT","537","","2"
INT_00110972,LEAD_0011964,"clic",1747171630096,"web","317","https://www.MonSite.fr/contact",""
INT_00070900,LEAD_0003750,"vue",2024-11-03T16:42:06.013Z,"Chat","19","https://www.monsite.fr/produits","3"
INT_00110973,LEAD_0022053,"vue",2025-10-10T19:55:25.216Z,"App","","https://www.monsite.fr/produits/","4"
INT_00110974,LEAD_0025284,"",1734001430367,"Mobile","0","https://www.monsite.fr/produits","-1"
